"age" "sex" "edu" "dm" "smoke_COPD" "bp_lowering" "lipid_lowering" "antithromb" "risk"
53 "Male" "Tertiary" "1" "0" "0" "1" "0" 4.85914243137485
54 "Male" "Tertiary" "1" "0" "0" "1" "0" 5.0959008985781
55 "Male" "Tertiary" "1" "0" "0" "1" "0" 5.3441509218615
56 "Male" "Tertiary" "1" "0" "0" "1" "0" 5.60434956034167
57 "Male" "Tertiary" "1" "0" "0" "1" "0" 5.87695631717248
58 "Male" "Tertiary" "1" "0" "0" "1" "0" 6.1624305001513
59 "Male" "Tertiary" "1" "0" "0" "1" "0" 6.46122815495268
60 "Male" "Tertiary" "1" "0" "0" "1" "0" 6.77379853520323
61 "Male" "Tertiary" "1" "0" "0" "1" "0" 7.10058007628597
62 "Male" "Tertiary" "1" "0" "0" "1" "0" 7.44199584443556
63 "Male" "Tertiary" "1" "0" "0" "1" "0" 7.79844843985558
64 "Male" "Tertiary" "1" "0" "0" "1" "0" 8.17031434279791
65 "Male" "Tertiary" "1" "0" "0" "1" "0" 8.55793770537217
66 "Male" "Tertiary" "1" "0" "0" "1" "0" 8.9616236099031
67 "Male" "Tertiary" "1" "0" "0" "1" "0" 9.38163083748972
68 "Male" "Tertiary" "1" "0" "0" "1" "0" 9.81816421855588
69 "Male" "Tertiary" "1" "0" "0" "1" "0" 10.27136667097
70 "Male" "Tertiary" "1" "0" "0" "1" "0" 10.7413110708955
71 "Male" "Tertiary" "1" "0" "0" "1" "0" 11.2279921467307
72 "Male" "Tertiary" "1" "0" "0" "1" "0" 11.7313221389233
73 "Male" "Tertiary" "1" "0" "0" "1" "0" 12.251127045719
74 "Male" "Tertiary" "1" "0" "0" "1" "0" 12.7871126587836
75 "Male" "Tertiary" "1" "0" "0" "1" "0" 13.3388424491882
76 "Male" "Tertiary" "1" "0" "0" "1" "0" 13.9057189243683
77 "Male" "Tertiary" "1" "0" "0" "1" "0" 14.4869637520837
78 "Male" "Tertiary" "1" "0" "0" "1" "0" 15.0815967992086
79 "Male" "Tertiary" "1" "0" "0" "1" "0" 15.6884143099397
80 "Male" "Tertiary" "1" "0" "0" "1" "0" 16.3059665415895
81 "Male" "Tertiary" "1" "0" "0" "1" "0" 16.9325352882003
82 "Male" "Tertiary" "1" "0" "0" "1" "0" 17.5661118539577
83 "Male" "Tertiary" "1" "0" "0" "1" "0" 18.2043761902049
84 "Male" "Tertiary" "1" "0" "0" "1" "0" 18.844678080953
85 "Male" "Tertiary" "1" "0" "0" "1" "0" 19.484021449627
30 "Female" "Secondary" "1" "0" "0" "1" "0" 1.08581380525496
31 "Female" "Secondary" "1" "0" "0" "1" "0" 1.13871198135394
32 "Female" "Secondary" "1" "0" "0" "1" "0" 1.19416591345328
33 "Female" "Secondary" "1" "0" "0" "1" "0" 1.25229694008845
34 "Female" "Secondary" "1" "0" "0" "1" "0" 1.31323194478241
35 "Female" "Secondary" "1" "0" "0" "1" "0" 1.37710358752796
36 "Female" "Secondary" "1" "0" "0" "1" "0" 1.44405262413668
37 "Female" "Secondary" "1" "0" "0" "1" "0" 1.51423515593226
38 "Female" "Secondary" "1" "0" "0" "1" "0" 1.58781808301351
39 "Female" "Secondary" "1" "0" "0" "1" "0" 1.66497771024269
40 "Female" "Secondary" "1" "0" "0" "1" "0" 1.7459002761508
41 "Female" "Secondary" "1" "0" "0" "1" "0" 1.83078250192636
42 "Female" "Secondary" "1" "0" "0" "1" "0" 1.91983215829117
43 "Female" "Secondary" "1" "0" "0" "1" "0" 2.01326864702852
44 "Female" "Secondary" "1" "0" "0" "1" "0" 2.11132359258684
45 "Female" "Secondary" "1" "0" "0" "1" "0" 2.21424143744823
46 "Female" "Secondary" "1" "0" "0" "1" "0" 2.32228003271415
47 "Female" "Secondary" "1" "0" "0" "1" "0" 2.43571121247658
48 "Female" "Secondary" "1" "0" "0" "1" "0" 2.55482133682325
49 "Female" "Secondary" "1" "0" "0" "1" "0" 2.67991178352398
50 "Female" "Secondary" "1" "0" "0" "1" "0" 2.81129936224315
51 "Female" "Secondary" "1" "0" "0" "1" "0" 2.94931661710063
52 "Female" "Secondary" "1" "0" "0" "1" "0" 3.09430456529081
53 "Female" "Secondary" "1" "0" "0" "1" "0" 3.24658812042481
54 "Female" "Secondary" "1" "0" "0" "1" "0" 3.40649391410286
55 "Female" "Secondary" "1" "0" "0" "1" "0" 3.57435643611036
56 "Female" "Secondary" "1" "0" "0" "1" "0" 3.75051714666106
57 "Female" "Secondary" "1" "0" "0" "1" "0" 3.93532338598845
58 "Female" "Secondary" "1" "0" "0" "1" "0" 4.12912705756546
59 "Female" "Secondary" "1" "0" "0" "1" "0" 4.33228306052971
60 "Female" "Secondary" "1" "0" "0" "1" "0" 4.54514744676743
61 "Female" "Secondary" "1" "0" "0" "1" "0" 4.76807527877659
62 "Female" "Secondary" "1" "0" "0" "1" "0" 5.00141816612698
63 "Female" "Secondary" "1" "0" "0" "1" "0" 5.24552146135716
64 "Female" "Secondary" "1" "0" "0" "1" "0" 5.50072110081292
65 "Female" "Secondary" "1" "0" "0" "1" "0" 5.76734008260273
66 "Female" "Secondary" "1" "0" "0" "1" "0" 6.04568458290273
67 "Female" "Secondary" "1" "0" "0" "1" "0" 6.33603972368048
68 "Female" "Secondary" "1" "0" "0" "1" "0" 6.63866501989479
69 "Female" "Secondary" "1" "0" "0" "1" "0" 6.95378955269962
70 "Female" "Secondary" "1" "0" "0" "1" "0" 7.28160693736283
71 "Female" "Secondary" "1" "0" "0" "1" "0" 7.6222701806018
72 "Female" "Secondary" "1" "0" "0" "1" "0" 7.97589000297731
73 "Female" "Secondary" "1" "0" "0" "1" "0" 8.34253664768204
74 "Female" "Secondary" "1" "0" "0" "1" "0" 8.72221576039445
75 "Female" "Secondary" "1" "0" "0" "1" "0" 9.11485295511831
76 "Female" "Secondary" "1" "0" "0" "1" "0" 9.52028131216841
77 "Female" "Secondary" "1" "0" "0" "1" "0" 9.93822770626048
78 "Female" "Secondary" "1" "0" "0" "1" "0" 10.3682979698146
79 "Female" "Secondary" "1" "0" "0" "1" "0" 10.809960932419
80 "Female" "Secondary" "1" "0" "0" "1" "0" 11.2625314238071
81 "Female" "Secondary" "1" "0" "0" "1" "0" 11.7251523864647
82 "Female" "Secondary" "1" "0" "0" "1" "0" 12.1967763169337
83 "Female" "Secondary" "1" "0" "0" "1" "0" 12.6761463437346
84 "Female" "Secondary" "1" "0" "0" "1" "0" 13.1617773560403
85 "Female" "Secondary" "1" "0" "0" "1" "0" 13.6519377217053
30 "Male" "Secondary" "1" "0" "0" "1" "0" 1.98270564374736
31 "Male" "Secondary" "1" "0" "0" "1" "0" 2.07874892476784
32 "Male" "Secondary" "1" "0" "0" "1" "0" 2.17937755936091
33 "Male" "Secondary" "1" "0" "0" "1" "0" 2.28480374679993
34 "Male" "Secondary" "1" "0" "0" "1" "0" 2.39524883049561
35 "Male" "Secondary" "1" "0" "0" "1" "0" 2.51094362295407
36 "Male" "Secondary" "1" "0" "0" "1" "0" 2.63213242680622
37 "Male" "Secondary" "1" "0" "0" "1" "0" 2.7590857406885
38 "Male" "Secondary" "1" "0" "0" "1" "0" 2.89209195271783
39 "Male" "Secondary" "1" "0" "0" "1" "0" 3.03145466020389
40 "Male" "Secondary" "1" "0" "0" "1" "0" 3.1774933828202
41 "Male" "Secondary" "1" "0" "0" "1" "0" 3.33054427652986
42 "Male" "Secondary" "1" "0" "0" "1" "0" 3.4909608384348
43 "Male" "Secondary" "1" "0" "0" "1" "0" 3.6591145897421
44 "Male" "Secondary" "1" "0" "0" "1" "0" 3.83539572028198
45 "Male" "Secondary" "1" "0" "0" "1" "0" 4.02021367325728
46 "Male" "Secondary" "1" "0" "0" "1" "0" 4.2139976428825
47 "Male" "Secondary" "1" "0" "0" "1" "0" 4.41719694993326
48 "Male" "Secondary" "1" "0" "0" "1" "0" 4.63028125052414
49 "Male" "Secondary" "1" "0" "0" "1" "0" 4.85374052108109
50 "Male" "Secondary" "1" "0" "0" "1" "0" 5.08808474672244
51 "Male" "Secondary" "1" "0" "0" "1" "0" 5.33384322012764
52 "Male" "Secondary" "1" "0" "0" "1" "0" 5.59155085522832
53 "Male" "Secondary" "1" "0" "0" "1" "0" 5.86170572513124
54 "Male" "Secondary" "1" "0" "0" "1" "0" 6.14479861826493
55 "Male" "Secondary" "1" "0" "0" "1" "0" 6.44132212883529
56 "Male" "Secondary" "1" "0" "0" "1" "0" 6.75176762930009
57 "Male" "Secondary" "1" "0" "0" "1" "0" 7.07662174305407
58 "Male" "Secondary" "1" "0" "0" "1" "0" 7.41636227071359
59 "Male" "Secondary" "1" "0" "0" "1" "0" 7.77145352487029
60 "Male" "Secondary" "1" "0" "0" "1" "0" 8.14234103169709
61 "Male" "Secondary" "1" "0" "0" "1" "0" 8.52944556390056
62 "Male" "Secondary" "1" "0" "0" "1" "0" 8.93315647887039
63 "Male" "Secondary" "1" "0" "0" "1" "0" 9.35382434919691
64 "Male" "Secondary" "1" "0" "0" "1" "0" 9.79175289078593
65 "Male" "Secondary" "1" "0" "0" "1" "0" 10.2471902173866
66 "Male" "Secondary" "1" "0" "0" "1" "0" 10.7203194802357
67 "Male" "Secondary" "1" "0" "0" "1" "0" 11.2112489883766
68 "Male" "Secondary" "1" "0" "0" "1" "0" 11.7200019495426
69 "Male" "Secondary" "1" "0" "0" "1" "0" 12.2465060234691
70 "Male" "Secondary" "1" "0" "0" "1" "0" 12.7905829389032
71 "Male" "Secondary" "1" "0" "0" "1" "0" 13.3519384915444
72 "Male" "Secondary" "1" "0" "0" "1" "0" 13.9301545869832
73 "Male" "Secondary" "1" "0" "0" "1" "0" 14.5246736405882
74 "Male" "Secondary" "1" "0" "0" "1" "0" 15.1347615379493
75 "Male" "Secondary" "1" "0" "0" "1" "0" 15.7594828955875
76 "Male" "Secondary" "1" "0" "0" "1" "0" 16.3976788079351
77 "Male" "Secondary" "1" "0" "0" "1" "0" 17.047943895484
78 "Male" "Secondary" "1" "0" "0" "1" "0" 17.7086030456891
79 "Male" "Secondary" "1" "0" "0" "1" "0" 18.3776883638311
80 "Male" "Secondary" "1" "0" "0" "1" "0" 19.0529169968706
81 "Male" "Secondary" "1" "0" "0" "1" "0" 19.7316706591165
82 "Male" "Secondary" "1" "0" "0" "1" "0" 20.4109778725278
83 "Male" "Secondary" "1" "0" "0" "1" "0" 21.0875001328396
84 "Male" "Secondary" "1" "0" "0" "1" "0" 21.7575234188317
85 "Male" "Secondary" "1" "0" "0" "1" "0" 22.416956665746
30 "Female" "Basic" "1" "0" "0" "1" "0" 1.28647764256739
31 "Female" "Basic" "1" "0" "0" "1" "0" 1.34904439175852
32 "Female" "Basic" "1" "0" "0" "1" "0" 1.41462324980541
33 "Female" "Basic" "1" "0" "0" "1" "0" 1.48335613593441
34 "Female" "Basic" "1" "0" "0" "1" "0" 1.55539134475771
35 "Female" "Basic" "1" "0" "0" "1" "0" 1.63088380098594
36 "Female" "Basic" "1" "0" "0" "1" "0" 1.70999774555043
37 "Female" "Basic" "1" "0" "0" "1" "0" 1.79291514624697
38 "Female" "Basic" "1" "0" "0" "1" "0" 1.87983033460578
39 "Female" "Basic" "1" "0" "0" "1" "0" 1.97094832954816
40 "Female" "Basic" "1" "0" "0" "1" "0" 2.06648539687147
41 "Female" "Basic" "1" "0" "0" "1" "0" 2.166669621352
42 "Female" "Basic" "1" "0" "0" "1" "0" 2.27174148672624
43 "Female" "Basic" "1" "0" "0" "1" "0" 2.38195445712269
44 "Female" "Basic" "1" "0" "0" "1" "0" 2.49757555135534
45 "Female" "Basic" "1" "0" "0" "1" "0" 2.61888589872873
46 "Female" "Basic" "1" "0" "0" "1" "0" 2.74618126147368
47 "Female" "Basic" "1" "0" "0" "1" "0" 2.87977250441344
48 "Female" "Basic" "1" "0" "0" "1" "0" 3.01998598667286
49 "Female" "Basic" "1" "0" "0" "1" "0" 3.16716384281812
50 "Female" "Basic" "1" "0" "0" "1" "0" 3.32166411127815
51 "Female" "Basic" "1" "0" "0" "1" "0" 3.48386065562641
52 "Female" "Basic" "1" "0" "0" "1" "0" 3.65413442585263
53 "Female" "Basic" "1" "0" "0" "1" "0" 3.83284527328867
54 "Female" "Basic" "1" "0" "0" "1" "0" 4.02035198390533
55 "Female" "Basic" "1" "0" "0" "1" "0" 4.21701878200471
56 "Female" "Basic" "1" "0" "0" "1" "0" 4.42321376523324
57 "Female" "Basic" "1" "0" "0" "1" "0" 4.63930704009531
58 "Female" "Basic" "1" "0" "0" "1" "0" 4.86566852592069
59 "Female" "Basic" "1" "0" "0" "1" "0" 5.10266539508337
60 "Female" "Basic" "1" "0" "0" "1" "0" 5.35065911817379
61 "Female" "Basic" "1" "0" "0" "1" "0" 5.61000208512159
62 "Female" "Basic" "1" "0" "0" "1" "0" 5.88103377734899
63 "Female" "Basic" "1" "0" "0" "1" "0" 6.16407647235016
64 "Female" "Basic" "1" "0" "0" "1" "0" 6.45943047113843
65 "Female" "Basic" "1" "0" "0" "1" "0" 6.7673688513093
66 "Female" "Basic" "1" "0" "0" "1" "0" 7.08813176458029
67 "Female" "Basic" "1" "0" "0" "1" "0" 7.4219203181091
68 "Female" "Basic" "1" "0" "0" "1" "0" 7.76889010411967
69 "Female" "Basic" "1" "0" "0" "1" "0" 8.12914447270355
70 "Female" "Basic" "1" "0" "0" "1" "0" 8.50272767823241
71 "Female" "Basic" "1" "0" "0" "1" "0" 8.88961807042804
72 "Female" "Basic" "1" "0" "0" "1" "0" 9.28972341832495
73 "Female" "Basic" "1" "0" "0" "1" "0" 9.70287387911541
74 "Female" "Basic" "1" "0" "0" "1" "0" 10.1287952127299
75 "Female" "Basic" "1" "0" "0" "1" "0" 10.5670906450489
76 "Female" "Basic" "1" "0" "0" "1" "0" 11.0172247073624
77 "Female" "Basic" "1" "0" "0" "1" "0" 11.4785060229547
78 "Female" "Basic" "1" "0" "0" "1" "0" 11.9500691868183
79 "Female" "Basic" "1" "0" "0" "1" "0" 12.4308559577516
80 "Female" "Basic" "1" "0" "0" "1" "0" 12.9195960713657
81 "Female" "Basic" "1" "0" "0" "1" "0" 13.4147880892458
82 "Female" "Basic" "1" "0" "0" "1" "0" 13.9146808246574
83 "Female" "Basic" "1" "0" "0" "1" "0" 14.4172560288063
84 "Female" "Basic" "1" "0" "0" "1" "0" 14.9202131825506
85 "Female" "Basic" "1" "0" "0" "1" "0" 15.4209574135148
30 "Male" "Basic" "1" "0" "0" "1" "0" 2.34652299916525
31 "Male" "Basic" "1" "0" "0" "1" "0" 2.4598611531739
32 "Male" "Basic" "1" "0" "0" "1" "0" 2.57857745484769
33 "Male" "Basic" "1" "0" "0" "1" "0" 2.70291748590521
34 "Male" "Basic" "1" "0" "0" "1" "0" 2.83313707378196
35 "Male" "Basic" "1" "0" "0" "1" "0" 2.96950261973836
36 "Male" "Basic" "1" "0" "0" "1" "0" 3.11229568778968
37 "Male" "Basic" "1" "0" "0" "1" "0" 3.26182755893788
38 "Male" "Basic" "1" "0" "0" "1" "0" 3.41842946065666
39 "Male" "Basic" "1" "0" "0" "1" "0" 3.58244932530456
40 "Male" "Basic" "1" "0" "0" "1" "0" 3.75425245164248
41 "Male" "Basic" "1" "0" "0" "1" "0" 3.93422213832472
42 "Male" "Basic" "1" "0" "0" "1" "0" 4.12276027246025
43 "Male" "Basic" "1" "0" "0" "1" "0" 4.32028785173509
44 "Male" "Basic" "1" "0" "0" "1" "0" 4.52724541280653
45 "Male" "Basic" "1" "0" "0" "1" "0" 4.74409333141191
46 "Male" "Basic" "1" "0" "0" "1" "0" 4.97131195048436
47 "Male" "Basic" "1" "0" "0" "1" "0" 5.20940148102087
48 "Male" "Basic" "1" "0" "0" "1" "0" 5.45888160585456
49 "Male" "Basic" "1" "0" "0" "1" "0" 5.72029069799525
50 "Male" "Basic" "1" "0" "0" "1" "0" 5.99418454173749
51 "Male" "Basic" "1" "0" "0" "1" "0" 6.28113441488993
52 "Male" "Basic" "1" "0" "0" "1" "0" 6.5817106220528
53 "Male" "Basic" "1" "0" "0" "1" "0" 6.89643479230832
54 "Male" "Basic" "1" "0" "0" "1" "0" 7.22581211150071
55 "Male" "Basic" "1" "0" "0" "1" "0" 7.57034019789923
56 "Male" "Basic" "1" "0" "0" "1" "0" 7.93050435782566
57 "Male" "Basic" "1" "0" "0" "1" "0" 8.30677214154124
58 "Male" "Basic" "1" "0" "0" "1" "0" 8.69958714404343
59 "Male" "Basic" "1" "0" "0" "1" "0" 9.10936200074008
60 "Male" "Basic" "1" "0" "0" "1" "0" 9.53647053684676
61 "Male" "Basic" "1" "0" "0" "1" "0" 9.98123904267195
62 "Male" "Basic" "1" "0" "0" "1" "0" 10.443936665693
63 "Male" "Basic" "1" "0" "0" "1" "0" 10.9247649355267
64 "Male" "Basic" "1" "0" "0" "1" "0" 11.423846470629
65 "Male" "Basic" "1" "0" "0" "1" "0" 11.9412129568405
66 "Male" "Basic" "1" "0" "0" "1" "0" 12.4767925386035
67 "Male" "Basic" "1" "0" "0" "1" "0" 13.030396824411
68 "Male" "Basic" "1" "0" "0" "1" "0" 13.6017077789614
69 "Male" "Basic" "1" "0" "0" "1" "0" 14.1902648550841
70 "Male" "Basic" "1" "0" "0" "1" "0" 14.7954528073927
71 "Male" "Basic" "1" "0" "0" "1" "0" 15.4164907242858
72 "Male" "Basic" "1" "0" "0" "1" "0" 16.0524191909544
73 "Male" "Basic" "1" "0" "0" "1" "0" 16.7020639437211
74 "Male" "Basic" "1" "0" "0" "1" "0" 17.3640012579139
75 "Male" "Basic" "1" "0" "0" "1" "0" 18.0365344817682
76 "Male" "Basic" "1" "0" "0" "1" "0" 18.7176707622079
77 "Male" "Basic" "1" "0" "0" "1" "0" 19.4050986506065
78 "Male" "Basic" "1" "0" "0" "1" "0" 20.0961674219497
79 "Male" "Basic" "1" "0" "0" "1" "0" 20.7878691254758
80 "Male" "Basic" "1" "0" "0" "1" "0" 21.4768245839234
81 "Male" "Basic" "1" "0" "0" "1" "0" 22.1592747653843
82 "Male" "Basic" "1" "0" "0" "1" "0" 22.8310791562624
83 "Male" "Basic" "1" "0" "0" "1" "0" 23.4877229514321
84 "Male" "Basic" "1" "0" "0" "1" "0" 24.1243350286678
85 "Male" "Basic" "1" "0" "0" "1" "0" 24.7357187632284
30 "Female" "Postgraduate" "0" "1" "0" "1" "0" 0.57504065202183
31 "Female" "Postgraduate" "0" "1" "0" "1" "0" 0.608771847330759
32 "Female" "Postgraduate" "0" "1" "0" "1" "0" 0.644472524226289
33 "Female" "Postgraduate" "0" "1" "0" "1" "0" 0.68225657070697
34 "Female" "Postgraduate" "0" "1" "0" "1" "0" 0.722244326851902
35 "Female" "Postgraduate" "0" "1" "0" "1" "0" 0.764562934116713
36 "Female" "Postgraduate" "0" "1" "0" "1" "0" 0.80934564045289
37 "Female" "Postgraduate" "0" "1" "0" "1" "0" 0.856728487223401
38 "Female" "Postgraduate" "0" "1" "0" "1" "0" 0.906852888118267
39 "Female" "Postgraduate" "0" "1" "0" "1" "0" 0.95986673877854
40 "Female" "Postgraduate" "0" "1" "0" "1" "0" 1.0159245684397
41 "Female" "Postgraduate" "0" "1" "0" "1" "0" 1.07518767331891
42 "Female" "Postgraduate" "0" "1" "0" "1" "0" 1.13782422698168
43 "Female" "Postgraduate" "0" "1" "0" "1" "0" 1.2040093619652
44 "Female" "Postgraduate" "0" "1" "0" "1" "0" 1.27392521575578
45 "Female" "Postgraduate" "0" "1" "0" "1" "0" 1.34776093275877
46 "Female" "Postgraduate" "0" "1" "0" "1" "0" 1.42571261208258
47 "Female" "Postgraduate" "0" "1" "0" "1" "0" 1.50798318868552
48 "Female" "Postgraduate" "0" "1" "0" "1" "0" 1.59478223257412
49 "Female" "Postgraduate" "0" "1" "0" "1" "0" 1.68632564712556
50 "Female" "Postgraduate" "0" "1" "0" "1" "0" 1.78283524301093
51 "Female" "Postgraduate" "0" "1" "0" "1" "0" 1.88453815832931
52 "Female" "Postgraduate" "0" "1" "0" "1" "0" 1.99167106249821
53 "Female" "Postgraduate" "0" "1" "0" "1" "0" 2.10449663534055
54 "Female" "Postgraduate" "0" "1" "0" "1" "0" 2.22329248091796
55 "Female" "Postgraduate" "0" "1" "0" "1" "0" 2.3483466682822
56 "Female" "Postgraduate" "0" "1" "0" "1" "0" 2.47995756503154
57 "Female" "Postgraduate" "0" "1" "0" "1" "0" 2.61843354652249
58 "Female" "Postgraduate" "0" "1" "0" "1" "0" 2.76409255901474
59 "Female" "Postgraduate" "0" "1" "0" "1" "0" 2.9172615129001
60 "Female" "Postgraduate" "0" "1" "0" "1" "0" 3.07827548019436
61 "Female" "Postgraduate" "0" "1" "0" "1" "0" 3.24747666880268
62 "Female" "Postgraduate" "0" "1" "0" "1" "0" 3.4252131448934
63 "Female" "Postgraduate" "0" "1" "0" "1" "0" 3.61183727427172
64 "Female" "Postgraduate" "0" "1" "0" "1" "0" 3.80770385423014
65 "Female" "Postgraduate" "0" "1" "0" "1" "0" 4.01316790932205
66 "Female" "Postgraduate" "0" "1" "0" "1" "0" 4.22858212827833
67 "Female" "Postgraduate" "0" "1" "0" "1" "0" 4.45429392534416
68 "Female" "Postgraduate" "0" "1" "0" "1" "0" 4.69064211818429
69 "Female" "Postgraduate" "0" "1" "0" "1" "0" 4.93795322676016
70 "Female" "Postgraduate" "0" "1" "0" "1" "0" 5.1965374137923
71 "Female" "Postgraduate" "0" "1" "0" "1" "0" 5.46668410813221
72 "Female" "Postgraduate" "0" "1" "0" "1" "0" 5.74864775291344
73 "Female" "Postgraduate" "0" "1" "0" "1" "0" 6.04260677471158
74 "Female" "Postgraduate" "0" "1" "0" "1" "0" 6.34867176644169
75 "Female" "Postgraduate" "0" "1" "0" "1" "0" 6.66688141727992
76 "Female" "Postgraduate" "0" "1" "0" "1" "0" 6.99718886884322
77 "Female" "Postgraduate" "0" "1" "0" "1" "0" 7.33944648377301
78 "Female" "Postgraduate" "0" "1" "0" "1" "0" 7.69338897794478
79 "Female" "Postgraduate" "0" "1" "0" "1" "0" 8.05861490875608
80 "Female" "Postgraduate" "0" "1" "0" "1" "0" 8.43456656904722
81 "Female" "Postgraduate" "0" "1" "0" "1" "0" 8.82050841265186
82 "Female" "Postgraduate" "0" "1" "0" "1" "0" 9.21550423709497
83 "Female" "Postgraduate" "0" "1" "0" "1" "0" 9.61839347537476
84 "Female" "Postgraduate" "0" "1" "0" "1" "0" 10.0277671056649
85 "Female" "Postgraduate" "0" "1" "0" "1" "0" 10.441943878037
30 "Male" "Postgraduate" "0" "1" "0" "1" "0" 1.0525861000225
31 "Male" "Postgraduate" "0" "1" "0" "1" "0" 1.11413652556127
32 "Male" "Postgraduate" "0" "1" "0" "1" "0" 1.17925744288955
33 "Male" "Postgraduate" "0" "1" "0" "1" "0" 1.24815251103908
34 "Male" "Postgraduate" "0" "1" "0" "1" "0" 1.32103658701627
35 "Male" "Postgraduate" "0" "1" "0" "1" "0" 1.39813629049872
36 "Male" "Postgraduate" "0" "1" "0" "1" "0" 1.47968862700445
37 "Male" "Postgraduate" "0" "1" "0" "1" "0" 1.56593474851771
38 "Male" "Postgraduate" "0" "1" "0" "1" "0" 1.65712459678977
39 "Male" "Postgraduate" "0" "1" "0" "1" "0" 1.75351881920761
40 "Male" "Postgraduate" "0" "1" "0" "1" "0" 1.85538889561293
41 "Male" "Postgraduate" "0" "1" "0" "1" "0" 1.96301721110519
42 "Male" "Postgraduate" "0" "1" "0" "1" "0" 2.07669706290245
43 "Male" "Postgraduate" "0" "1" "0" "1" "0" 2.19673258697123
44 "Male" "Postgraduate" "0" "1" "0" "1" "0" 2.3234385872289
45 "Male" "Postgraduate" "0" "1" "0" "1" "0" 2.45714024652534
46 "Male" "Postgraduate" "0" "1" "0" "1" "0" 2.59817269413566
47 "Male" "Postgraduate" "0" "1" "0" "1" "0" 2.74688039890186
48 "Male" "Postgraduate" "0" "1" "0" "1" "0" 2.90361635012892
49 "Male" "Postgraduate" "0" "1" "0" "1" "0" 3.06874097946426
50 "Male" "Postgraduate" "0" "1" "0" "1" "0" 3.2426207657285
51 "Male" "Postgraduate" "0" "1" "0" "1" "0" 3.42562645032357
52 "Male" "Postgraduate" "0" "1" "0" "1" "0" 3.61814010827856
53 "Male" "Postgraduate" "0" "1" "0" "1" "0" 3.82058526103288
54 "Male" "Postgraduate" "0" "1" "0" "1" "0" 4.03340532365706
55 "Male" "Postgraduate" "0" "1" "0" "1" "0" 4.25705425245941
56 "Male" "Postgraduate" "0" "1" "0" "1" "0" 4.49199509910121
57 "Male" "Postgraduate" "0" "1" "0" "1" "0" 4.7386981962863
58 "Male" "Postgraduate" "0" "1" "0" "1" "0" 4.99763892246398
59 "Male" "Postgraduate" "0" "1" "0" "1" "0" 5.26929498951111
60 "Male" "Postgraduate" "0" "1" "0" "1" "0" 5.55414319481343
61 "Male" "Postgraduate" "0" "1" "0" "1" "0" 5.85265557801872
62 "Male" "Postgraduate" "0" "1" "0" "1" "0" 6.16529492357405
63 "Male" "Postgraduate" "0" "1" "0" "1" "0" 6.49250955370182
64 "Male" "Postgraduate" "0" "1" "0" "1" "0" 6.83472736356069
65 "Male" "Postgraduate" "0" "1" "0" "1" "0" 7.19234906196396
66 "Male" "Postgraduate" "0" "1" "0" "1" "0" 7.56574059828814
67 "Male" "Postgraduate" "0" "1" "0" "1" "0" 7.95522478028631
68 "Male" "Postgraduate" "0" "1" "0" "1" "0" 8.36107211965074
69 "Male" "Postgraduate" "0" "1" "0" "1" "0" 8.7834909835153
70 "Male" "Postgraduate" "0" "1" "0" "1" "0" 9.22261718165363
71 "Male" "Postgraduate" "0" "1" "0" "1" "0" 9.6785031815754
72 "Male" "Postgraduate" "0" "1" "0" "1" "0" 10.1510875565224
73 "Male" "Postgraduate" "0" "1" "0" "1" "0" 10.6401093521592
74 "Male" "Postgraduate" "0" "1" "0" "1" "0" 11.1451225395207
75 "Male" "Postgraduate" "0" "1" "0" "1" "0" 11.6654872234403
76 "Male" "Postgraduate" "0" "1" "0" "1" "0" 12.2003426346452
77 "Male" "Postgraduate" "0" "1" "0" "1" "0" 12.7485784119836
78 "Male" "Postgraduate" "0" "1" "0" "1" "0" 13.3088045341738
79 "Male" "Postgraduate" "0" "1" "0" "1" "0" 13.8793204325583
80 "Male" "Postgraduate" "0" "1" "0" "1" "0" 14.4580840265413
81 "Male" "Postgraduate" "0" "1" "0" "1" "0" 15.0426816743327
82 "Male" "Postgraduate" "0" "1" "0" "1" "0" 15.6303003239249
83 "Male" "Postgraduate" "0" "1" "0" "1" "0" 16.2177034801925
84 "Male" "Postgraduate" "0" "1" "0" "1" "0" 16.8012129661684
85 "Male" "Postgraduate" "0" "1" "0" "1" "0" 17.3766988357078
30 "Female" "Tertiary" "0" "1" "0" "1" "0" 0.679339036057566
31 "Female" "Tertiary" "0" "1" "0" "1" "0" 0.719156813838351
32 "Female" "Tertiary" "0" "1" "0" "1" "0" 0.761295658107029
33 "Female" "Tertiary" "0" "1" "0" "1" "0" 0.805889328989966
34 "Female" "Tertiary" "0" "1" "0" "1" "0" 0.853079108836357
35 "Female" "Tertiary" "0" "1" "0" "1" "0" 0.903014202611258
36 "Female" "Tertiary" "0" "1" "0" "1" "0" 0.955850896667453
37 "Female" "Tertiary" "0" "1" "0" "1" "0" 1.01174860377525
38 "Female" "Tertiary" "0" "1" "0" "1" "0" 1.07087289990517
39 "Female" "Tertiary" "0" "1" "0" "1" "0" 1.13339681552922
40 "Female" "Tertiary" "0" "1" "0" "1" "0" 1.19950098607146
41 "Female" "Tertiary" "0" "1" "0" "1" "0" 1.26937377637505
42 "Female" "Tertiary" "0" "1" "0" "1" "0" 1.34321137277097
43 "Female" "Tertiary" "0" "1" "0" "1" "0" 1.42121783503491
